StrainNumber1	StrainNumber2	ANIb	Formula 2: DDH
F3543	F3201	97.1	78.3
F3543	F8124	89.58	40.1
F3543	FMS-007	97.82	84.2
F3543	G0146	91.12	44.8
F3543	G0153	91.18	44.8
F3543	G4070	89.66	40.1
F3543	G4071	91.55	46.4
F3543	G4074	91.55	46.4
F3543	G4075	91.11	44.8
F3543	G4076	80.03	23.7
F3543	G4120	79.96	23.6
F3543	G4121	91.53	46.4
F3543	G4122	89.24	38.6
F3543	G4123	89.21	38.8
F3543	JM-87	97.3	79.2
F3543	KC1913	80.03	23.7
F3543	NUH4	97.79	83.8
F3543	NUH6	97.74	83
F3543	NUHP1	97.75	83.5
F3543	PW2809	98.11	85.8
F3543	R26	98.06	84.2
F3543	V0378064	98.06	84.8
F8124	0422	89.93	40.5
F8124	3375	89.73	40.2
F8124	502	89.93	40.6
F8124	ATCC_13253	79.85	23.4
F8124	ATCC_33958	90.55	42.7
F8124	B2D	89.8	40.2
F8124	BM10	90.51	42.9
F8124	C1558	94.31	57.8
F8124	CIP108653	90.61	42.8
F8124	CIP108654	89.85	40.3
F8124	CIP111046-9716	89.9	40.5
F8124	CIP111047-9716	90.89	43.9
F8124	CIP111048-9716	79.76	23.4
F8124	CIP111067	89.99	40.6
F8124	CIP60-58	89.93	40.5
F8124	CIP80-33	79.79	23.5
F8124	CSID_3000515919	79.76	23.4
F8124	CSID_3000516074	89.72	40.3
F8124	CSID_3000516135	94.39	58.2
F8124	CSID_3000516359	79.82	23.5
F8124	CSID_3000516464	90.75	43.4
F8124	CSID_3000516465	79.77	23.4
F8124	CSID_3000516535	79.74	23.4
F8124	CSID_3000516589	90.53	42.8
F8124	CSID_3000516810	89.91	40.3
F8124	CSID_3000516977	79.8	23.4
F8124	CSID_3000516978	89.67	40
F8124	CSID_3000516998	90.7	43.6
F8124	CSID_3000517066	89.81	40.1
F8124	CSID_3000517120	90.38	42.6
F8124	CSID_3015183678	89.68	40.1
F8124	CSID_3015183679	89.77	40.3
F8124	CSID_3015183680	89.57	40
F8124	CSID_3015183685	90.46	42.4
F8124	CSID_3015183686	89.65	40.2
F8124	DSM_14571	90.59	42.8
F8124	DSM_23781	89.8	40.4
F8124	E6809	89.76	40.3
F8124	EM-CHUV	90.77	43.7
F8124	Endophthalmitis	89.73	40
F8124	F3201	89.77	40.3
F8124	F3543	89.59	40.1
F8124	FMS-007	89.79	40.6
F8124	G0146	90.57	42.7
F8124	G0153	90.42	42.4
F8124	G4070	99.4	96.1
F8124	G4071	90.91	43.9
F8124	G4074	90.81	43.9
F8124	G4075	90.53	42.7
F8124	G4076	79.84	23.4
F8124	G4120	79.76	23.4
F8124	G4121	90.86	43.9
F8124	G4122	94.17	57.7
F8124	G4123	94.16	58.3
F8124	JM-87	89.78	40.2
F8124	KC1913	79.84	23.4
F8124	NUH4	89.65	40.2
F8124	NUH6	89.76	40.3
F8124	NUHP1	89.61	40.2
F8124	PW2809	89.81	40.3
F8124	R26	89.78	40.3
F8124	V0378064	89.79	40.3
FMS-007	0422	97.96	83.4
FMS-007	3375	97.95	84.3
FMS-007	502	97.74	82
FMS-007	ATCC_13253	80.29	23.9
FMS-007	ATCC_33958	91.29	44.6
FMS-007	B2D	97.68	80.5
FMS-007	BM10	91.26	44.6
FMS-007	C1558	89.37	38.7
FMS-007	CIP108653	91.83	46.4
FMS-007	CIP108654	98.23	84.7
FMS-007	CIP111046-9716	97.47	80.3
FMS-007	CIP111047-9716	91.84	46.6
FMS-007	CIP111048-9716	80.14	23.7
FMS-007	CIP111067	98.09	83.6
FMS-007	CIP60-58	97.96	83.4
FMS-007	CIP80-33	80.14	23.8
FMS-007	CSID_3000515919	80.13	23.7
FMS-007	CSID_3000516074	97.88	83.4
FMS-007	CSID_3000516135	89.33	38.6
FMS-007	CSID_3000516359	80.13	23.7
FMS-007	CSID_3000516464	91.74	46.2
FMS-007	CSID_3000516465	80.15	23.7
FMS-007	CSID_3000516535	80.01	23.6
FMS-007	CSID_3000516589	91.29	44.6
FMS-007	CSID_3000516810	98.05	83.3
FMS-007	CSID_3000516977	80.33	23.9
FMS-007	CSID_3000516978	97.52	80.5
FMS-007	CSID_3000516998	91.67	46.4
FMS-007	CSID_3000517066	97.63	80.7
FMS-007	CSID_3000517120	91.87	46.5
FMS-007	CSID_3015183678	97.93	83.9
FMS-007	CSID_3015183679	98.17	85
FMS-007	CSID_3015183680	98.03	83.7
FMS-007	CSID_3015183685	91.36	44.7
FMS-007	CSID_3015183686	97.85	84.3
FMS-007	DSM_14571	91.82	46.3
FMS-007	DSM_23781	97.88	82.4
FMS-007	E6809	97.71	81.8
FMS-007	EM-CHUV	91.87	47.1
FMS-007	Endophthalmitis	97.55	79.7
FMS-007	F3201	97.62	80.6
FMS-007	F3543	97.92	84.2
FMS-007	F8124	90	40.6
FMS-007	G0146	91.29	44.6
FMS-007	G0153	91.35	44.8
FMS-007	G4070	89.96	40.4
FMS-007	G4071	91.84	46.6
FMS-007	G4074	91.85	46.5
FMS-007	G4075	91.25	44.6
FMS-007	G4076	80.29	23.9
FMS-007	G4120	80.14	23.7
FMS-007	G4121	91.79	46.5
FMS-007	G4122	89.53	39
FMS-007	G4123	89.47	39
FMS-007	JM-87	97.53	80.6
FMS-007	KC1913	80.27	23.9
FMS-007	NUH4	97.98	84.8
FMS-007	NUH6	97.89	84.9
FMS-007	NUHP1	97.95	84.8
FMS-007	PW2809	97.95	83.2
FMS-007	R26	97.86	82.4
FMS-007	V0378064	98.15	84.4
G0146	0422	91.06	44.6
G0146	3375	90.85	44
G0146	502	91.22	44.7
G0146	ATCC_13253	79.84	23.5
G0146	ATCC_33958	99.68	97.2
G0146	B2D	91.23	44.3
G0146	BM10	96.39	72.1
G0146	C1558	90.75	43.2
G0146	CIP108653	92.86	51.4
G0146	CIP108654	91.09	44.7
G0146	CIP111046-9716	91.05	44.3
G0146	CIP111047-9716	92.68	50.7
G0146	CIP111048-9716	79.77	23.6
G0146	CIP111067	91.32	44.8
G0146	CIP60-58	91.03	44.6
G0146	CIP80-33	79.67	23.6
G0146	CSID_3000515919	79.76	23.5
G0146	CSID_3000516074	90.98	44.5
G0146	CSID_3000516135	90.71	43.3
G0146	CSID_3000516359	80	23.8
G0146	CSID_3000516464	92.86	51.8
G0146	CSID_3000516465	79.77	23.6
G0146	CSID_3000516535	79.81	23.5
G0146	CSID_3000516589	97.6	81.3
G0146	CSID_3000516810	91.3	44.8
G0146	CSID_3000516977	79.82	23.5
G0146	CSID_3000516978	91.12	44.2
G0146	CSID_3000516998	92.78	51.1
G0146	CSID_3000517066	91.18	44.3
G0146	CSID_3000517120	92.52	51.2
G0146	CSID_3015183678	91.01	44.1
G0146	CSID_3015183679	91.26	44.6
G0146	CSID_3015183680	90.96	44.6
G0146	CSID_3015183685	97.55	81.5
G0146	CSID_3015183686	91.12	44.6
G0146	DSM_14571	92.99	52
G0146	DSM_23781	91.35	45
G0146	E6809	91.03	44.9
G0146	EM-CHUV	92.68	50.8
G0146	Endophthalmitis	91.12	44
G0146	F3201	90.83	43.9
G0146	F3543	90.91	44.8
G0146	F8124	90.5	42.7
G0146	FMS-007	91.01	44.6
G0146	G0153	97.58	80.8
G0146	G4070	90.68	42.8
G0146	G4071	92.86	51.1
G0146	G4074	92.85	51.3
G0146	G4075	99.77	99.6
G0146	G4076	79.84	23.5
G0146	G4120	79.76	23.6
G0146	G4121	92.73	51.2
G0146	G4122	90.99	43.7
G0146	G4123	90.94	43.9
G0146	JM-87	91.1	44.6
G0146	KC1913	79.84	23.5
G0146	NUH4	90.84	44
G0146	NUH6	90.94	44.5
G0146	NUHP1	90.82	43.8
G0146	PW2809	90.97	44.1
G0146	R26	91.34	44.9
G0146	V0378064	91.18	44.6
G0153	0422	91.18	44.5
G0153	3375	91.03	44.2
G0153	502	91.19	44.7
G0153	ATCC_13253	79.99	23.6
G0153	ATCC_33958	97.59	80.3
G0153	B2D	91.32	44.5
G0153	BM10	96.38	72.3
G0153	C1558	90.58	42.8
G0153	CIP108653	92.76	50.8
G0153	CIP108654	91.33	45
G0153	CIP111046-9716	91.02	44.2
G0153	CIP111047-9716	92.75	50.5
G0153	CIP111048-9716	79.93	23.6
G0153	CIP111067	91.35	44.6
G0153	CIP60-58	91.15	44.5
G0153	CIP80-33	79.91	23.7
G0153	CSID_3000515919	79.96	23.6
G0153	CSID_3000516074	91.12	44.4
G0153	CSID_3000516135	90.71	43.2
G0153	CSID_3000516359	79.92	23.6
G0153	CSID_3000516464	92.98	51.6
G0153	CSID_3000516465	79.92	23.6
G0153	CSID_3000516535	79.84	23.5
G0153	CSID_3000516589	98.08	85.1
G0153	CSID_3000516810	91.4	44.7
G0153	CSID_3000516977	79.98	23.5
G0153	CSID_3000516978	91.16	44.3
G0153	CSID_3000516998	92.8	51
G0153	CSID_3000517066	91.21	44.4
G0153	CSID_3000517120	92.5	50.6
G0153	CSID_3015183678	91.14	44.5
G0153	CSID_3015183679	91.3	44.6
G0153	CSID_3015183680	91.05	44.8
G0153	CSID_3015183685	99.38	97.5
G0153	CSID_3015183686	91.17	44.9
G0153	DSM_14571	92.92	51.7
G0153	DSM_23781	91.33	44.8
G0153	E6809	91.12	44.8
G0153	EM-CHUV	92.76	51
G0153	Endophthalmitis	91.13	44
G0153	F3201	90.93	44.3
G0153	F3543	91.1	44.8
G0153	F8124	90.36	42.4
G0153	FMS-007	91.09	44.8
G0153	G0146	97.65	80.8
G0153	G4070	90.49	42.3
G0153	G4071	92.77	50.9
G0153	G4074	92.86	50.8
G0153	G4075	97.62	81.6
G0153	G4076	79.98	23.6
G0153	G4120	79.9	23.6
G0153	G4121	92.71	50.8
G0153	G4122	90.93	43.3
G0153	G4123	90.89	43.7
G0153	JM-87	91.04	44.6
G0153	KC1913	80	23.6
G0153	NUH4	91.05	44.4
G0153	NUH6	90.99	44.6
G0153	NUHP1	90.95	44.1
G0153	PW2809	91.13	44.4
G0153	R26	91.32	44.7
G0153	V0378064	91.32	44.8
G4070	0422	89.78	40.2
G4070	3375	89.77	40.1
G4070	502	89.85	40.3
G4070	ATCC_13253	79.79	23.4
G4070	ATCC_33958	90.62	42.8
G4070	B2D	89.84	40.1
G4070	BM10	90.61	42.9
G4070	C1558	94.21	58.2
G4070	CIP108653	90.49	42.5
G4070	CIP108654	89.92	40.5
G4070	CIP111046-9716	89.94	40.4
G4070	CIP111047-9716	90.9	43.9
G4070	CIP111048-9716	79.86	23.6
G4070	CIP111067	89.94	40.5
G4070	CIP60-58	89.77	40.2
G4070	CIP80-33	79.83	23.5
G4070	CSID_3000515919	79.74	23.5
G4070	CSID_3000516074	89.85	40.3
G4070	CSID_3000516135	94.44	58.6
G4070	CSID_3000516359	79.89	23.6
G4070	CSID_3000516464	90.93	43.4
G4070	CSID_3000516465	79.75	23.4
G4070	CSID_3000516535	79.69	23.4
G4070	CSID_3000516589	90.53	42.4
G4070	CSID_3000516810	89.84	40.3
G4070	CSID_3000516977	79.81	23.4
G4070	CSID_3000516978	89.78	40
G4070	CSID_3000516998	90.66	43.5
G4070	CSID_3000517066	89.73	40
G4070	CSID_3000517120	90.57	42.7
G4070	CSID_3015183678	89.8	40.1
G4070	CSID_3015183679	89.74	40.2
G4070	CSID_3015183680	89.58	39.8
G4070	CSID_3015183685	90.57	42.4
G4070	CSID_3015183686	89.9	40.4
G4070	DSM_14571	90.64	42.7
G4070	DSM_23781	89.66	40.3
G4070	E6809	89.78	40.4
G4070	EM-CHUV	90.77	43.7
G4070	Endophthalmitis	89.68	39.8
G4070	F3201	89.82	40.1
G4070	F3543	89.68	40.1
G4070	F8124	99.41	96.1
G4070	FMS-007	89.85	40.4
G4070	G0146	90.64	42.8
G4070	G0153	90.46	42.3
G4070	G4071	90.99	43.8
G4070	G4074	90.89	43.8
G4070	G4075	90.6	42.9
G4070	G4076	79.78	23.4
G4070	G4120	79.85	23.6
G4070	G4121	90.84	43.8
G4070	G4122	94.17	57.8
G4070	G4123	94.14	58.3
G4070	JM-87	89.71	40.1
G4070	KC1913	79.78	23.4
G4070	NUH4	89.74	40.3
G4070	NUH6	89.79	40.3
G4070	NUHP1	89.76	40.3
G4070	PW2809	89.84	40.3
G4070	R26	89.67	40.3
G4070	V0378064	89.69	40.3
G4071	0422	91.71	46.6
G4071	3375	91.3	45.8
G4071	502	91.65	46.1
G4071	ATCC_13253	79.8	23.6
G4071	ATCC_33958	93.01	51.2
G4071	B2D	91.51	45.3
G4071	BM10	93.12	51.6
G4071	C1558	91.08	44
G4071	CIP108653	96.3	70.5
G4071	CIP108654	91.94	47
G4071	CIP111046-9716	91.46	45.6
G4071	CIP111047-9716	99.68	98.7
G4071	CIP111048-9716	79.86	23.5
G4071	CIP111067	91.91	46.7
G4071	CIP60-58	91.71	46.6
G4071	CIP80-33	79.67	23.5
G4071	CSID_3000515919	79.77	23.6
G4071	CSID_3000516074	91.42	46.3
G4071	CSID_3000516135	91.05	44.1
G4071	CSID_3000516359	79.9	23.7
G4071	CSID_3000516464	97.22	78.3
G4071	CSID_3000516465	79.83	23.5
G4071	CSID_3000516535	79.77	23.5
G4071	CSID_3000516589	92.67	50.5
G4071	CSID_3000516810	91.93	46.9
G4071	CSID_3000516977	79.77	23.5
G4071	CSID_3000516978	91.64	45.5
G4071	CSID_3000516998	97.61	81.7
G4071	CSID_3000517066	91.6	45.6
G4071	CSID_3000517120	95.94	70.3
G4071	CSID_3015183678	91.56	46.3
G4071	CSID_3015183679	91.9	46.8
G4071	CSID_3015183680	91.57	46.6
G4071	CSID_3015183685	93.03	51.3
G4071	CSID_3015183686	91.76	47
G4071	DSM_14571	96.17	69.9
G4071	DSM_23781	91.95	46.8
G4071	E6809	91.6	46.8
G4071	EM-CHUV	96.45	72.8
G4071	Endophthalmitis	91.56	45.3
G4071	F3201	91.22	45.4
G4071	F3543	91.45	46.4
G4071	F8124	90.96	43.9
G4071	FMS-007	91.65	46.6
G4071	G0146	92.93	51.1
G4071	G0153	92.82	50.9
G4071	G4070	91.09	43.8
G4071	G4074	99.78	99.2
G4071	G4075	92.92	51.3
G4071	G4076	79.8	23.6
G4071	G4120	79.86	23.5
G4071	G4121	99.76	99.5
G4071	G4122	91.18	44
G4071	G4123	91.26	44.6
G4071	JM-87	91.4	45.5
G4071	KC1913	79.78	23.6
G4071	NUH4	91.52	46.1
G4071	NUH6	91.57	46.6
G4071	NUHP1	91.51	46.1
G4071	PW2809	91.61	46.1
G4071	R26	91.95	46.7
G4071	V0378064	91.96	46.8
G4074	0422	91.63	46.6
G4074	3375	91.35	45.9
G4074	502	91.56	46.1
G4074	ATCC_13253	79.79	23.6
G4074	ATCC_33958	93.01	51.5
G4074	B2D	91.46	45.3
G4074	BM10	93.05	51.6
G4074	C1558	91.02	43.9
G4074	CIP108653	96.3	70.7
G4074	CIP108654	91.89	46.9
G4074	CIP111046-9716	91.38	45.6
G4074	CIP111047-9716	99.7	98.7
G4074	CIP111048-9716	79.78	23.5
G4074	CIP111067	91.83	46.7
G4074	CIP60-58	91.63	46.6
G4074	CIP80-33	79.63	23.6
G4074	CSID_3000515919	79.75	23.6
G4074	CSID_3000516074	91.43	46.1
G4074	CSID_3000516135	90.95	44
G4074	CSID_3000516359	79.78	23.6
G4074	CSID_3000516464	97.3	78.3
G4074	CSID_3000516465	79.81	23.5
G4074	CSID_3000516535	79.83	23.5
G4074	CSID_3000516589	92.69	50.4
G4074	CSID_3000516810	91.83	46.9
G4074	CSID_3000516977	79.79	23.5
G4074	CSID_3000516978	91.61	45.6
G4074	CSID_3000516998	97.67	81.4
G4074	CSID_3000517066	91.57	45.6
G4074	CSID_3000517120	95.88	70.3
G4074	CSID_3015183678	91.58	46.1
G4074	CSID_3015183679	91.83	46.7
G4074	CSID_3015183680	91.59	46.6
G4074	CSID_3015183685	92.69	50.2
G4074	CSID_3015183686	91.83	47
G4074	DSM_14571	96.16	69.9
G4074	DSM_23781	91.91	46.9
G4074	E6809	91.5	46.9
G4074	EM-CHUV	96.48	72.5
G4074	Endophthalmitis	91.52	45.3
G4074	F3201	91.23	45.3
G4074	F3543	91.4	46.4
G4074	F8124	90.81	43.9
G4074	FMS-007	91.58	46.5
G4074	G0146	92.86	51.3
G4074	G0153	92.87	50.8
G4074	G4070	90.83	43.8
G4074	G4071	99.81	99.2
G4074	G4075	92.78	51.3
G4074	G4076	79.79	23.6
G4074	G4120	79.8	23.5
G4074	G4121	99.84	99.6
G4074	G4122	91.27	44.2
G4074	G4123	91.22	44.6
G4074	JM-87	91.36	45.5
G4074	KC1913	79.79	23.6
G4074	NUH4	91.47	46
G4074	NUH6	91.56	46.4
G4074	NUHP1	91.46	46.1
G4074	PW2809	91.58	46.1
G4074	R26	91.91	46.8
G4074	V0378064	91.89	46.8
G4075	0422	91.11	44.6
G4075	3375	91.05	44.4
G4075	502	91.3	44.8
G4075	ATCC_13253	79.88	23.6
G4075	ATCC_33958	99.76	97.9
G4075	B2D	91.25	44.3
G4075	BM10	96.39	72.3
G4075	C1558	90.82	43.2
G4075	CIP108653	92.89	51.4
G4075	CIP108654	91.09	44.7
G4075	CIP111046-9716	91.05	44.4
G4075	CIP111047-9716	92.81	51
G4075	CIP111048-9716	79.83	23.6
G4075	CIP111067	91.39	44.8
G4075	CIP60-58	91.1	44.6
G4075	CIP80-33	79.78	23.7
G4075	CSID_3000515919	79.83	23.6
G4075	CSID_3000516074	91.14	44.7
G4075	CSID_3000516135	90.81	43.3
G4075	CSID_3000516359	80.01	23.9
G4075	CSID_3000516464	92.95	51.8
G4075	CSID_3000516465	79.79	23.6
G4075	CSID_3000516535	79.8	23.5
G4075	CSID_3000516589	97.62	81.3
G4075	CSID_3000516810	91.38	44.8
G4075	CSID_3000516977	79.89	23.5
G4075	CSID_3000516978	91.18	44.3
G4075	CSID_3000516998	92.92	51.3
G4075	CSID_3000517066	91.19	44.3
G4075	CSID_3000517120	92.59	51.1
G4075	CSID_3015183678	91.11	44.3
G4075	CSID_3015183679	91.28	44.6
G4075	CSID_3015183680	91.07	44.7
G4075	CSID_3015183685	97.63	81.7
G4075	CSID_3015183686	91.19	44.7
G4075	DSM_14571	92.98	52
G4075	DSM_23781	91.37	44.9
G4075	E6809	91.23	45.1
G4075	EM-CHUV	92.78	51
G4075	Endophthalmitis	91.14	44
G4075	F3201	90.89	44
G4075	F3543	91.1	44.8
G4075	F8124	90.61	42.7
G4075	FMS-007	91.12	44.6
G4075	G0146	99.93	99.6
G4075	G0153	97.69	81.6
G4075	G4070	90.72	42.9
G4075	G4071	93	51.3
G4075	G4074	92.94	51.3
G4075	G4076	79.88	23.6
G4075	G4120	79.81	23.6
G4075	G4121	92.82	51.3
G4075	G4122	91.1	43.9
G4075	G4123	91.05	43.9
G4075	JM-87	91.11	44.6
G4075	KC1913	79.89	23.6
G4075	NUH4	90.9	44.1
G4075	NUH6	91.11	44.8
G4075	NUHP1	90.91	44.1
G4075	PW2809	91.09	44.1
G4075	R26	91.36	44.9
G4075	V0378064	91.22	44.6
G4076	0422	79.96	23.5
G4076	3375	80.02	23.6
G4076	502	79.95	23.6
G4076	ATCC_13253	99.98	99.5
G4076	ATCC_33958	79.86	23.6
G4076	B2D	79.95	23.7
G4076	BM10	79.87	23.7
G4076	C1558	79.89	23.4
G4076	CIP108653	79.86	23.7
G4076	CIP108654	79.99	23.7
G4076	CIP111046-9716	79.83	23.6
G4076	CIP111047-9716	79.82	23.6
G4076	CIP111048-9716	98.36	85.8
G4076	CIP111067	79.95	23.7
G4076	CIP60-58	79.97	23.5
G4076	CIP80-33	98.45	86.6
G4076	CSID_3000515919	98.42	86.7
G4076	CSID_3000516074	79.95	23.6
G4076	CSID_3000516135	79.89	23.4
G4076	CSID_3000516359	98.35	86.3
G4076	CSID_3000516464	79.9	23.6
G4076	CSID_3000516465	98.37	85.9
G4076	CSID_3000516535	98.42	86.4
G4076	CSID_3000516589	80.02	23.6
G4076	CSID_3000516810	79.96	23.6
G4076	CSID_3000516977	99.21	93.1
G4076	CSID_3000516978	79.97	23.7
G4076	CSID_3000516998	79.91	23.5
G4076	CSID_3000517066	79.94	23.6
G4076	CSID_3000517120	79.89	23.7
G4076	CSID_3015183678	79.97	23.5
G4076	CSID_3015183679	79.91	23.6
G4076	CSID_3015183680	79.94	23.6
G4076	CSID_3015183685	79.96	23.6
G4076	CSID_3015183686	80.01	23.6
G4076	DSM_14571	79.86	23.8
G4076	DSM_23781	79.98	23.6
G4076	E6809	80	23.6
G4076	EM-CHUV	79.96	23.7
G4076	Endophthalmitis	79.91	23.6
G4076	F3201	80.12	23.9
G4076	F3543	80.06	23.7
G4076	F8124	79.86	23.4
G4076	FMS-007	80.17	23.9
G4076	G0146	79.86	23.5
G4076	G0153	79.96	23.6
G4076	G4070	79.87	23.4
G4076	G4071	79.81	23.6
G4076	G4074	79.81	23.6
G4076	G4075	79.87	23.6
G4076	G4120	98.34	85.8
G4076	G4121	79.81	23.6
G4076	G4122	79.93	23.4
G4076	G4123	79.99	23.4
G4076	JM-87	80.19	23.9
G4076	KC1913	99.97	99.9
G4076	NUH4	79.92	23.7
G4076	NUH6	79.89	23.6
G4076	NUHP1	79.92	23.7
G4076	PW2809	80	23.7
G4076	R26	79.95	23.5
G4076	V0378064	79.91	23.7
G4120	0422	80.04	23.6
G4120	3375	80.03	23.6
G4120	502	79.94	23.5
G4120	ATCC_13253	98.38	85.9
G4120	ATCC_33958	79.81	23.6
G4120	B2D	79.88	23.5
G4120	BM10	79.96	23.7
G4120	C1558	79.83	23.4
G4120	CIP108653	79.89	23.7
G4120	CIP108654	80.06	23.6
G4120	CIP111046-9716	79.87	23.5
G4120	CIP111047-9716	80.02	23.8
G4120	CIP111048-9716	99.99	99.9
G4120	CIP111067	79.93	23.5
G4120	CIP60-58	80.04	23.6
G4120	CIP80-33	99.43	95.3
G4120	CSID_3000515919	98.68	88.9
G4120	CSID_3000516074	80.12	23.9
G4120	CSID_3000516135	79.87	23.4
G4120	CSID_3000516359	99.31	94.2
G4120	CSID_3000516464	79.89	23.5
G4120	CSID_3000516465	99.8	98.9
G4120	CSID_3000516535	99.24	93.8
G4120	CSID_3000516589	79.92	23.6
G4120	CSID_3000516810	79.92	23.5
G4120	CSID_3000516977	98.34	85.6
G4120	CSID_3000516978	79.86	23.5
G4120	CSID_3000516998	79.95	23.5
G4120	CSID_3000517066	79.86	23.5
G4120	CSID_3000517120	79.86	23.7
G4120	CSID_3015183678	79.96	23.5
G4120	CSID_3015183679	80.03	23.7
G4120	CSID_3015183680	79.9	23.5
G4120	CSID_3015183685	79.87	23.6
G4120	CSID_3015183686	79.93	23.5
G4120	DSM_14571	79.89	23.7
G4120	DSM_23781	79.92	23.5
G4120	E6809	80.02	23.7
G4120	EM-CHUV	79.84	23.7
G4120	Endophthalmitis	79.84	23.6
G4120	F3201	79.89	23.5
G4120	F3543	79.98	23.6
G4120	F8124	79.82	23.4
G4120	FMS-007	80.05	23.7
G4120	G0146	79.81	23.6
G4120	G0153	79.85	23.6
G4120	G4070	79.94	23.6
G4120	G4071	79.85	23.5
G4120	G4074	79.86	23.5
G4120	G4075	79.85	23.6
G4120	G4076	98.38	85.8
G4120	G4121	79.85	23.5
G4120	G4122	79.87	23.4
G4120	G4123	80.04	23.6
G4120	JM-87	79.88	23.5
G4120	KC1913	98.37	85.8
G4120	NUH4	79.89	23.6
G4120	NUH6	79.9	23.5
G4120	NUHP1	79.89	23.6
G4120	PW2809	80.23	24
G4120	R26	79.89	23.5
G4120	V0378064	79.95	23.6
G4121	0422	91.56	46.6
G4121	3375	91.31	46
G4121	502	91.51	46.1
G4121	ATCC_13253	79.74	23.6
G4121	ATCC_33958	92.79	51.5
G4121	B2D	91.37	45.3
G4121	BM10	93	51.7
G4121	C1558	90.82	43.9
G4121	CIP108653	96.16	70.5
G4121	CIP108654	91.81	46.9
G4121	CIP111046-9716	91.32	45.6
G4121	CIP111047-9716	99.61	98.9
G4121	CIP111048-9716	79.77	23.5
G4121	CIP111067	91.81	46.7
G4121	CIP60-58	91.57	46.6
G4121	CIP80-33	79.61	23.6
G4121	CSID_3000515919	79.7	23.6
G4121	CSID_3000516074	91.43	46.3
G4121	CSID_3000516135	90.94	44.1
G4121	CSID_3000516359	79.75	23.6
G4121	CSID_3000516464	97.26	78.4
G4121	CSID_3000516465	79.78	23.5
G4121	CSID_3000516535	79.67	23.5
G4121	CSID_3000516589	92.63	50.6
G4121	CSID_3000516810	91.81	46.9
G4121	CSID_3000516977	79.75	23.5
G4121	CSID_3000516978	91.54	45.7
G4121	CSID_3000516998	97.52	81.9
G4121	CSID_3000517066	91.5	45.6
G4121	CSID_3000517120	95.79	70.3
G4121	CSID_3015183678	91.56	46.4
G4121	CSID_3015183679	91.84	46.7
G4121	CSID_3015183680	91.54	46.6
G4121	CSID_3015183685	92.65	50.5
G4121	CSID_3015183686	91.73	47.1
G4121	DSM_14571	96.01	69.9
G4121	DSM_23781	91.83	46.7
G4121	E6809	91.44	46.9
G4121	EM-CHUV	96.38	72.9
G4121	Endophthalmitis	91.45	45.3
G4121	F3201	91.09	45.3
G4121	F3543	91.41	46.4
G4121	F8124	90.86	43.9
G4121	FMS-007	91.57	46.5
G4121	G0146	92.72	51.2
G4121	G0153	92.66	50.8
G4121	G4070	90.74	43.8
G4121	G4071	99.75	99.5
G4121	G4074	99.78	99.6
G4121	G4075	92.65	51.3
G4121	G4076	79.74	23.6
G4121	G4120	79.78	23.5
G4121	G4122	91.06	44.2
G4121	G4123	91.12	44.6
G4121	JM-87	91.25	45.5
G4121	KC1913	79.74	23.6
G4121	NUH4	91.45	46.2
G4121	NUH6	91.49	46.6
G4121	NUHP1	91.44	46.3
G4121	PW2809	91.55	46.3
G4121	R26	91.83	46.6
G4121	V0378064	91.85	46.7
G4122	0422	89.28	38.5
G4122	3375	89.3	38.6
G4122	502	89.26	38.7
G4122	ATCC_13253	79.9	23.4
G4122	ATCC_33958	91.05	43.7
G4122	B2D	89.29	38.4
G4122	BM10	91.04	44.2
G4122	C1558	96.87	76.1
G4122	CIP108653	90.57	42.5
G4122	CIP108654	89.41	38.9
G4122	CIP111046-9716	89.22	38.6
G4122	CIP111047-9716	91.08	44
G4122	CIP111048-9716	79.86	23.4
G4122	CIP111067	89.43	38.7
G4122	CIP60-58	89.28	38.5
G4122	CIP80-33	79.92	23.5
G4122	CSID_3000515919	79.89	23.5
G4122	CSID_3000516074	89.3	38.7
G4122	CSID_3000516135	97.15	77.4
G4122	CSID_3000516359	79.89	23.4
G4122	CSID_3000516464	91.29	44.3
G4122	CSID_3000516465	79.86	23.4
G4122	CSID_3000516535	79.78	23.3
G4122	CSID_3000516589	90.9	43.3
G4122	CSID_3000516810	89.26	38.5
G4122	CSID_3000516977	79.87	23.4
G4122	CSID_3000516978	89.33	38.6
G4122	CSID_3000516998	91.01	44.1
G4122	CSID_3000517066	89.39	38.5
G4122	CSID_3000517120	90.39	42.2
G4122	CSID_3015183678	89.37	38.7
G4122	CSID_3015183679	89.39	38.7
G4122	CSID_3015183680	89.25	38.6
G4122	CSID_3015183685	90.92	43.5
G4122	CSID_3015183686	89.3	38.7
G4122	DSM_14571	90.46	42.4
G4122	DSM_23781	89.32	38.9
G4122	E6809	89.43	39.1
G4122	EM-CHUV	91.11	44.2
G4122	Endophthalmitis	89.29	38.3
G4122	F3201	89.06	38.4
G4122	F3543	89.27	38.6
G4122	F8124	94.09	57.7
G4122	FMS-007	89.29	39
G4122	G0146	91.04	43.7
G4122	G0153	90.87	43.3
G4122	G4070	94.18	57.8
G4122	G4071	91.14	44
G4122	G4074	91.21	44.2
G4122	G4075	91.05	43.9
G4122	G4076	79.91	23.4
G4122	G4120	79.86	23.4
G4122	G4121	91.1	44.2
G4122	G4123	97.1	79
